Fri May 26 12:00:51 2023 
Setup time: 0.00 seconds
--------------------- 
Step 	 Time 	 Stopwatch 	 Average Temperature 	 Nusselt Number 	 Vrms 	 Surface Heat Flux 	 Bottom Heat Flux 	 Other Walls Heat Flux 
2433 	 0.00 	 0.72 	  0.49927 	 29.48100 	 684.39915 	 88.44300 	 90.55205 	 90.80063 	 
2434 	 0.00 	 0.78 	  0.49927 	 29.47978 	 686.67296 	 88.43934 	 90.50685 	 90.75541 	 
2435 	 0.00 	 0.73 	  0.49927 	 29.47812 	 688.94822 	 88.43435 	 90.46121 	 90.70943 	 
2436 	 0.00 	 0.71 	  0.49927 	 29.47600 	 691.22235 	 88.42801 	 90.41514 	 90.66275 	 
2437 	 0.00 	 0.72 	  0.49927 	 29.47344 	 693.49449 	 88.42031 	 90.36865 	 90.61541 	 
2438 	 0.00 	 0.75 	  0.49927 	 29.47041 	 695.76323 	 88.41122 	 90.32180 	 90.56751 	 
2439 	 0.00 	 0.73 	  0.49928 	 29.46692 	 698.02542 	 88.40075 	 90.27459 	 90.51910 	 
2440 	 0.00 	 0.72 	  0.49928 	 29.46296 	 700.27981 	 88.38889 	 90.22704 	 90.47022 	 
2441 	 0.00 	 0.88 	  0.49928 	 29.45854 	 702.52498 	 88.37563 	 90.17918 	 90.42095 	 
2442 	 0.00 	 0.73 	  0.49928 	 29.45367 	 704.75764 	 88.36100 	 90.13105 	 90.37135 	 
2443 	 0.00 	 0.71 	  0.49928 	 29.44837 	 706.97521 	 88.34510 	 90.08297 	 90.32176 	 
2444 	 0.00 	 0.71 	  0.49928 	 29.44266 	 709.16174 	 88.32797 	 90.03493 	 90.27222 	 
2445 	 0.00 	 0.72 	  0.49928 	 29.43655 	 711.31634 	 88.30964 	 89.98693 	 90.22275 	 
2446 	 0.00 	 0.73 	  0.49928 	 29.43005 	 713.43845 	 88.29015 	 89.93896 	 90.17334 	 
2447 	 0.00 	 0.72 	  0.49928 	 29.42318 	 715.52764 	 88.26953 	 89.89102 	 90.12401 	 
2448 	 0.00 	 0.72 	  0.49928 	 29.41594 	 717.58346 	 88.24781 	 89.84315 	 90.07483 	 
2449 	 0.00 	 0.71 	  0.49928 	 29.40834 	 719.60375 	 88.22502 	 89.79534 	 90.02578 	 
2450 	 0.00 	 0.72 	  0.49928 	 29.40040 	 721.58834 	 88.20120 	 89.74757 	 89.97686 	 
2451 	 0.00 	 0.83 	  0.49928 	 29.39212 	 723.53724 	 88.17637 	 89.69983 	 89.92807 	 
2452 	 0.00 	 0.72 	  0.49928 	 29.38352 	 725.45052 	 88.15056 	 89.65215 	 89.87944 	 
2453 	 0.00 	 0.69 	  0.49929 	 29.37460 	 727.32626 	 88.12381 	 89.60451 	 89.83096 	 
2454 	 0.00 	 0.75 	  0.49929 	 29.36538 	 729.16463 	 88.09614 	 89.55690 	 89.78263 	 
2455 	 0.00 	 0.78 	  0.49929 	 29.35586 	 730.96597 	 88.06759 	 89.50931 	 89.73444 	 
2456 	 0.00 	 0.78 	  0.49929 	 29.34606 	 732.72998 	 88.03818 	 89.46176 	 89.68642 	 
2457 	 0.00 	 0.78 	  0.49929 	 29.33598 	 734.45574 	 88.00793 	 89.41424 	 89.63855 	 
2458 	 0.00 	 0.78 	  0.49929 	 29.32562 	 736.14385 	 87.97686 	 89.36673 	 89.59082 	 
2459 	 0.00 	 0.78 	  0.49929 	 29.31500 	 737.79480 	 87.94501 	 89.31926 	 89.54326 	 
2460 	 0.00 	 0.86 	  0.49929 	 29.30413 	 739.40737 	 87.91240 	 89.27180 	 89.49585 	 
2461 	 0.00 	 0.86 	  0.49929 	 29.29301 	 740.98235 	 87.87902 	 89.22433 	 89.44858 	 
2462 	 0.00 	 0.77 	  0.49929 	 29.28165 	 742.52041 	 87.84494 	 89.17689 	 89.40146 	 
2463 	 0.00 	 0.77 	  0.49929 	 29.27005 	 744.02060 	 87.81015 	 89.12944 	 89.35448 	 
2464 	 0.00 	 0.77 	  0.49929 	 29.25822 	 745.48385 	 87.77466 	 89.08198 	 89.30764 	 
2465 	 0.00 	 0.75 	  0.49929 	 29.24617 	 746.91059 	 87.73852 	 89.03452 	 89.26095 	 
2466 	 0.00 	 0.78 	  0.49929 	 29.23391 	 748.30052 	 87.70172 	 88.98705 	 89.21439 	 
2467 	 0.00 	 0.79 	  0.49929 	 29.22143 	 749.65466 	 87.66429 	 88.93958 	 89.16799 	 
2468 	 0.00 	 0.80 	  0.49929 	 29.20875 	 750.97285 	 87.62624 	 88.89210 	 89.12172 	 
2469 	 0.00 	 0.77 	  0.49930 	 29.19586 	 752.25566 	 87.58759 	 88.84459 	 89.07559 	 
2470 	 0.00 	 0.75 	  0.49930 	 29.18278 	 753.50371 	 87.54835 	 88.79709 	 89.02962 	 
2471 	 0.00 	 0.97 	  0.49930 	 29.16951 	 754.71699 	 87.50853 	 88.74956 	 88.98378 	 
2472 	 0.00 	 0.81 	  0.49930 	 29.15605 	 755.89655 	 87.46816 	 88.70203 	 88.93811 	 
2473 	 0.00 	 0.82 	  0.49930 	 29.14241 	 757.04209 	 87.42724 	 88.65449 	 88.89259 	 
2474 	 0.00 	 0.83 	  0.49930 	 29.12862 	 758.15460 	 87.38587 	 88.60702 	 88.84730 	 
2475 	 0.00 	 0.82 	  0.49930 	 29.11468 	 759.23235 	 87.34404 	 88.55960 	 88.80223 	 
2476 	 0.00 	 0.84 	  0.49930 	 29.10059 	 760.27641 	 87.30178 	 88.51225 	 88.75740 	 
2477 	 0.00 	 0.83 	  0.49930 	 29.08637 	 761.28701 	 87.25911 	 88.46496 	 88.71279 	 
2478 	 0.00 	 0.82 	  0.49930 	 29.07201 	 762.26503 	 87.21603 	 88.41775 	 88.66843 	 
2479 	 0.00 	 0.76 	  0.49930 	 29.05752 	 763.21087 	 87.17255 	 88.37060 	 88.62430 	 
2480 	 0.00 	 0.83 	  0.49930 	 29.04290 	 764.12527 	 87.12870 	 88.32353 	 88.58041 	 
2481 	 0.00 	 0.96 	  0.49930 	 29.02816 	 765.00878 	 87.08449 	 88.27654 	 88.53676 	 
2482 	 0.00 	 0.82 	  0.49930 	 29.01331 	 765.86198 	 87.03993 	 88.22961 	 88.49335 	 
2483 	 0.00 	 0.81 	  0.49930 	 28.99835 	 766.68554 	 86.99505 	 88.18276 	 88.45018 	 
2484 	 0.00 	 0.77 	  0.49930 	 28.98328 	 767.47994 	 86.94985 	 88.13599 	 88.40724 	 
2485 	 0.00 	 0.86 	  0.49930 	 28.96811 	 768.24599 	 86.90434 	 88.08930 	 88.36455 	 
2486 	 0.00 	 0.85 	  0.49930 	 28.95284 	 768.98392 	 86.85851 	 88.04269 	 88.32208 	 
2487 	 0.00 	 0.86 	  0.49931 	 28.93746 	 769.69452 	 86.81239 	 87.99617 	 88.27986 	 
2488 	 0.00 	 0.87 	  0.49931 	 28.92199 	 770.37812 	 86.76596 	 87.94971 	 88.23783 	 
2489 	 0.00 	 0.84 	  0.49931 	 28.90644 	 771.03566 	 86.71933 	 87.90340 	 88.19608 	 
2490 	 0.00 	 0.83 	  0.49931 	 28.89083 	 771.66634 	 86.67249 	 87.85723 	 88.15458 	 
2491 	 0.00 	 0.99 	  0.49931 	 28.87515 	 772.27111 	 86.62544 	 87.81119 	 88.11331 	 
2492 	 0.00 	 0.85 	  0.49931 	 28.85940 	 772.85036 	 86.57820 	 87.76531 	 88.07229 	 
2493 	 0.00 	 0.84 	  0.49931 	 28.84358 	 773.40468 	 86.53074 	 87.71955 	 88.03145 	 
2494 	 0.00 	 0.86 	  0.49931 	 28.82770 	 773.93490 	 86.48310 	 87.67394 	 87.99082 	 
2495 	 0.00 	 0.84 	  0.49931 	 28.81175 	 774.44123 	 86.43525 	 87.62846 	 87.95034 	 
2496 	 0.00 	 0.87 	  0.49931 	 28.79573 	 774.92441 	 86.38720 	 87.58311 	 87.91000 	 
2497 	 0.00 	 0.85 	  0.49931 	 28.77966 	 775.38498 	 86.33897 	 87.53790 	 87.86978 	 
2498 	 0.00 	 0.86 	  0.49931 	 28.76352 	 775.82330 	 86.29055 	 87.49283 	 87.82963 	 
2499 	 0.00 	 0.84 	  0.49931 	 28.74732 	 776.24008 	 86.24195 	 87.44790 	 87.78952 	 
2500 	 0.00 	 0.87 	  0.49931 	 28.73105 	 776.63557 	 86.19316 	 87.40309 	 87.74940 	 
2501 	 0.00 	 0.99 	  0.49931 	 28.71472 	 777.01033 	 86.14417 	 87.35840 	 87.70923 	 
2502 	 0.00 	 0.84 	  0.49931 	 28.69834 	 777.36490 	 86.09501 	 87.31385 	 87.66896 	 
2503 	 0.00 	 0.83 	  0.49931 	 28.68190 	 777.69955 	 86.04571 	 87.26948 	 87.62858 	 
2504 	 0.00 	 0.86 	  0.49932 	 28.66542 	 778.01446 	 85.99626 	 87.22528 	 87.58802 	 
2505 	 0.00 	 0.84 	  0.49932 	 28.64890 	 778.31006 	 85.94669 	 87.18126 	 87.54722 	 
2506 	 0.00 	 0.84 	  0.49932 	 28.63233 	 778.58668 	 85.89700 	 87.13742 	 87.50611 	 
2507 	 0.00 	 0.84 	  0.49932 	 28.61572 	 778.84490 	 85.84717 	 87.09375 	 87.46462 	 
2508 	 0.00 	 0.84 	  0.49932 	 28.59908 	 779.08511 	 85.79723 	 87.05028 	 87.42267 	 
2509 	 0.00 	 0.82 	  0.49932 	 28.58238 	 779.30782 	 85.74715 	 87.00696 	 87.38016 	 
2510 	 0.00 	 0.83 	  0.49932 	 28.56564 	 779.51340 	 85.69693 	 86.96384 	 87.33701 	 
2511 	 0.00 	 0.95 	  0.49932 	 28.54886 	 779.70233 	 85.64657 	 86.92090 	 87.29314 	 
2512 	 0.00 	 0.79 	  0.49932 	 28.53201 	 779.87511 	 85.59604 	 86.87813 	 87.24842 	 
2513 	 0.00 	 0.81 	  0.49932 	 28.51513 	 780.03217 	 85.54538 	 86.83555 	 87.20278 	 
2514 	 0.00 	 0.88 	  0.49932 	 28.49819 	 780.17383 	 85.49457 	 86.79315 	 87.15609 	 
2515 	 0.00 	 0.87 	  0.49932 	 28.48120 	 780.30060 	 85.44360 	 86.75092 	 87.10825 	 
2516 	 0.00 	 0.84 	  0.49932 	 28.46416 	 780.41290 	 85.39249 	 86.70888 	 87.05917 	 
2517 	 0.00 	 0.83 	  0.49932 	 28.44708 	 780.51114 	 85.34125 	 86.66705 	 87.00878 	 
2518 	 0.00 	 0.83 	  0.49932 	 28.42997 	 780.59569 	 85.28990 	 86.62544 	 86.95699 	 
2519 	 0.00 	 0.86 	  0.49933 	 28.41281 	 780.66696 	 85.23844 	 86.58407 	 86.90377 	 
2520 	 0.00 	 0.86 	  0.49933 	 28.39562 	 780.72535 	 85.18685 	 86.54293 	 86.84904 	 
2521 	 0.00 	 1.02 	  0.49933 	 28.37838 	 780.77138 	 85.13513 	 86.50204 	 86.79273 	 
2522 	 0.00 	 0.86 	  0.49933 	 28.36110 	 780.80552 	 85.08331 	 86.46139 	 86.73480 	 
2523 	 0.00 	 0.87 	  0.49933 	 28.34378 	 780.82823 	 85.03135 	 86.42099 	 86.67517 	 
2524 	 0.00 	 0.86 	  0.49933 	 28.32643 	 780.83998 	 84.97928 	 86.38086 	 86.61387 	 
2525 	 0.00 	 0.83 	  0.49933 	 28.30903 	 780.84123 	 84.92709 	 86.34099 	 86.55088 	 
2526 	 0.00 	 0.88 	  0.49933 	 28.29158 	 780.83248 	 84.87473 	 86.30137 	 86.50959 	 
2527 	 0.00 	 0.79 	  0.49933 	 28.27408 	 780.81422 	 84.82225 	 86.26203 	 86.47765 	 
2528 	 0.00 	 0.82 	  0.49933 	 28.25654 	 780.78695 	 84.76963 	 86.22298 	 86.44532 	 
2529 	 0.00 	 0.88 	  0.49933 	 28.23895 	 780.75115 	 84.71685 	 86.18421 	 86.41256 	 
2530 	 0.00 	 0.89 	  0.49933 	 28.22131 	 780.70736 	 84.66394 	 86.14573 	 86.37936 	 
2531 	 0.00 	 1.03 	  0.49933 	 28.20362 	 780.65609 	 84.61086 	 86.10755 	 86.34563 	 
2532 	 0.00 	 0.89 	  0.49934 	 28.18588 	 780.59786 	 84.55763 	 86.06971 	 86.31132 	 
2533 	 0.00 	 0.88 	  0.49934 	 28.16808 	 780.53324 	 84.50424 	 86.03220 	 86.27638 	 
2534 	 0.00 	 0.89 	  0.49934 	 28.15023 	 780.46280 	 84.45068 	 85.99504 	 86.24074 	 
2535 	 0.00 	 0.88 	  0.49934 	 28.13233 	 780.38709 	 84.39698 	 85.95826 	 86.20441 	 
2536 	 0.00 	 0.89 	  0.49934 	 28.11439 	 780.30690 	 84.34317 	 85.92191 	 86.16738 	 
2537 	 0.00 	 0.87 	  0.49934 	 28.09640 	 780.22285 	 84.28920 	 85.88599 	 86.12963 	 
2538 	 0.00 	 0.88 	  0.49934 	 28.07837 	 780.13560 	 84.23510 	 85.85052 	 86.09118 	 
2539 	 0.00 	 0.87 	  0.49934 	 28.06029 	 780.04592 	 84.18087 	 85.81554 	 86.07181 	 
2540 	 0.00 	 0.87 	  0.49934 	 28.04216 	 779.95465 	 84.12648 	 85.78104 	 86.07303 	 
2541 	 0.00 	 0.96 	  0.49934 	 28.02398 	 779.86248 	 84.07193 	 85.74708 	 86.07378 	 
2542 	 0.00 	 0.82 	  0.49934 	 28.00574 	 779.77041 	 84.01722 	 85.71368 	 86.07385 	 
2543 	 0.00 	 0.83 	  0.49935 	 27.98744 	 779.67935 	 83.96233 	 85.68087 	 86.07300 	 
2544 	 0.00 	 0.85 	  0.49935 	 27.96910 	 779.59029 	 83.90729 	 85.64870 	 86.07104 	 
2545 	 0.00 	 0.89 	  0.49935 	 27.95069 	 779.50439 	 83.85208 	 85.61719 	 86.06778 	 
2546 	 0.00 	 0.88 	  0.49935 	 27.93223 	 779.42276 	 83.79669 	 85.58640 	 86.06305 	 
2547 	 0.00 	 0.90 	  0.49935 	 27.91371 	 779.34666 	 83.74114 	 85.55637 	 86.05672 	 
2548 	 0.00 	 0.89 	  0.49935 	 27.89512 	 779.27746 	 83.68537 	 85.52713 	 86.04868 	 
2549 	 0.00 	 0.89 	  0.49935 	 27.87647 	 779.21658 	 83.62941 	 85.49875 	 86.03886 	 
2550 	 0.00 	 0.88 	  0.49935 	 27.85775 	 779.16560 	 83.57325 	 85.47129 	 86.02721 	 
2551 	 0.00 	 1.03 	  0.49935 	 27.83895 	 779.12616 	 83.51686 	 85.44478 	 86.01373 	 
2552 	 0.00 	 0.89 	  0.49936 	 27.82009 	 779.10010 	 83.46028 	 85.41931 	 85.99847 	 
2553 	 0.00 	 0.88 	  0.49936 	 27.80116 	 779.08938 	 83.40349 	 85.39495 	 85.98150 	 
2554 	 0.00 	 0.88 	  0.49936 	 27.78216 	 779.09609 	 83.34647 	 85.37174 	 85.96291 	 
2555 	 0.00 	 0.88 	  0.49936 	 27.76308 	 779.12252 	 83.28923 	 85.34978 	 85.94287 	 
2556 	 0.00 	 0.89 	  0.49936 	 27.74391 	 779.17112 	 83.23173 	 85.32913 	 85.92154 	 
2557 	 0.00 	 0.84 	  0.49936 	 27.72466 	 779.24457 	 83.17399 	 85.30987 	 85.89915 	 
2558 	 0.00 	 0.84 	  0.49936 	 27.70534 	 779.34577 	 83.11602 	 85.29207 	 85.87595 	 
2559 	 0.00 	 0.83 	  0.49937 	 27.68592 	 779.47780 	 83.05777 	 85.27581 	 85.85220 	 
2560 	 0.00 	 0.89 	  0.49937 	 27.66643 	 779.64408 	 82.99930 	 85.26117 	 85.82822 	 
2561 	 0.00 	 1.03 	  0.49937 	 27.64685 	 779.84809 	 82.94055 	 85.24821 	 85.80432 	 
2562 	 0.00 	 0.90 	  0.49937 	 27.62717 	 780.09381 	 82.88152 	 85.23701 	 85.78084 	 
2563 	 0.00 	 0.89 	  0.49937 	 27.60741 	 780.38545 	 82.82222 	 85.22764 	 85.75814 	 
2564 	 0.00 	 0.90 	  0.49937 	 27.58754 	 780.72741 	 82.76261 	 85.22016 	 85.73658 	 
2565 	 0.00 	 0.90 	  0.49938 	 27.56757 	 781.12468 	 82.70272 	 85.21461 	 85.71649 	 
2566 	 0.00 	 0.88 	  0.49938 	 27.54751 	 781.58230 	 82.64253 	 85.21104 	 85.69823 	 
2567 	 0.00 	 0.89 	  0.49938 	 27.52742 	 782.10578 	 82.58226 	 85.20946 	 85.68217 	 
2568 	 0.00 	 0.89 	  0.49938 	 27.50749 	 782.69861 	 82.52246 	 85.20987 	 85.66872 	 
2569 	 0.00 	 0.89 	  0.49938 	 27.48772 	 783.35949 	 82.46315 	 85.21220 	 85.65805 	 
2570 	 0.00 	 0.89 	  0.49939 	 27.46811 	 784.09136 	 82.40432 	 85.21636 	 85.65028 	 
2571 	 0.00 	 1.04 	  0.49939 	 27.44864 	 784.89771 	 82.34593 	 85.22223 	 85.64546 	 
2572 	 0.00 	 0.89 	  0.49939 	 27.42933 	 785.78197 	 82.28798 	 85.22970 	 85.64358 	 
2573 	 0.00 	 0.90 	  0.49939 	 27.41015 	 786.74750 	 82.23046 	 85.23860 	 85.64458 	 
2574 	 0.00 	 0.89 	  0.49939 	 27.39113 	 787.79733 	 82.17338 	 85.24879 	 85.64835 	 
2575 	 0.00 	 0.88 	  0.49940 	 27.37224 	 788.93345 	 82.11671 	 85.26013 	 85.65476 	 
2576 	 0.00 	 0.89 	  0.49940 	 27.35349 	 790.15873 	 82.06046 	 85.27245 	 85.66361 	 
2577 	 0.00 	 0.89 	  0.49940 	 27.33486 	 791.47588 	 82.00459 	 85.28562 	 85.67470 	 
2578 	 0.00 	 0.89 	  0.49940 	 27.31636 	 792.88742 	 81.94909 	 85.29946 	 85.68777 	 
2579 	 0.00 	 0.88 	  0.49940 	 27.29798 	 794.39562 	 81.89395 	 85.31384 	 85.70255 	 
2580 	 0.00 	 0.90 	  0.49941 	 27.27973 	 796.00252 	 81.83918 	 85.32858 	 85.71872 	 
2581 	 0.00 	 1.04 	  0.49941 	 27.26159 	 797.70862 	 81.78476 	 85.34352 	 85.73598 	 
2582 	 0.00 	 0.89 	  0.49941 	 27.24356 	 799.51508 	 81.73068 	 85.35854 	 85.75399 	 
2583 	 0.00 	 0.90 	  0.49941 	 27.22564 	 801.42298 	 81.67693 	 85.37348 	 85.77244 	 
2584 	 0.00 	 0.90 	  0.49942 	 27.20783 	 803.43313 	 81.62349 	 85.38823 	 85.79099 	 
2585 	 0.00 	 0.89 	  0.49942 	 27.19012 	 805.54597 	 81.57035 	 85.40265 	 85.80932 	 
2586 	 0.00 	 0.89 	  0.49942 	 27.17274 	 807.76162 	 81.51822 	 85.41646 	 85.82689 	 
2587 	 0.00 	 0.89 	  0.49942 	 27.15572 	 810.04738 	 81.46716 	 85.42956 	 85.84340 	 
2588 	 0.00 	 0.89 	  0.49943 	 27.13904 	 812.39443 	 81.41712 	 85.44188 	 85.85863 	 
2589 	 0.00 	 0.90 	  0.49943 	 27.12268 	 814.79823 	 81.36804 	 85.45338 	 85.87241 	 
2590 	 0.00 	 0.88 	  0.49943 	 27.10662 	 817.25522 	 81.31987 	 85.46405 	 85.88460 	 
2591 	 0.00 	 0.97 	  0.49943 	 27.09084 	 819.76217 	 81.27252 	 85.47387 	 85.89509 	 
2592 	 0.00 	 0.85 	  0.49944 	 27.07532 	 822.31615 	 81.22596 	 85.48283 	 85.90380 	 
2593 	 0.00 	 0.84 	  0.49944 	 27.06003 	 824.91463 	 81.18010 	 85.49092 	 85.91066 	 
2594 	 0.00 	 0.84 	  0.49944 	 27.04499 	 827.55540 	 81.13498 	 85.49814 	 85.91563 	 
2595 	 0.00 	 0.83 	  0.49944 	 27.03019 	 830.23139 	 81.09058 	 85.50448 	 85.91868 	 
2596 	 0.00 	 0.80 	  0.49945 	 27.01561 	 832.93791 	 81.04684 	 85.50995 	 85.91980 	 
2597 	 0.00 	 0.81 	  0.49945 	 27.00124 	 835.67246 	 81.00373 	 85.51457 	 85.91901 	 
2598 	 0.00 	 0.80 	  0.49945 	 26.98708 	 838.43241 	 80.96124 	 85.51836 	 85.91634 	 
2599 	 0.00 	 0.82 	  0.49945 	 26.97311 	 841.21328 	 80.91933 	 85.52135 	 85.91185 	 
2600 	 0.00 	 0.81 	  0.49946 	 26.95932 	 844.01319 	 80.87795 	 85.52357 	 85.90559 	 
2601 	 0.00 	 0.94 	  0.49946 	 26.94569 	 846.83058 	 80.83706 	 85.52505 	 85.89762 	 
2602 	 0.00 	 0.81 	  0.49946 	 26.93221 	 849.66419 	 80.79664 	 85.52581 	 85.88799 	 
2603 	 0.00 	 0.80 	  0.49946 	 26.91889 	 852.51049 	 80.75668 	 85.52584 	 85.87676 	 
2604 	 0.00 	 0.81 	  0.49946 	 26.90571 	 855.36710 	 80.71713 	 85.52519 	 85.86400 	 
2605 	 0.00 	 0.80 	  0.49947 	 26.89265 	 858.23329 	 80.67795 	 85.52386 	 85.84977 	 
2606 	 0.00 	 0.81 	  0.49947 	 26.87972 	 861.10856 	 80.63917 	 85.52189 	 85.83416 	 
2607 	 0.00 	 0.80 	  0.49947 	 26.86691 	 863.98817 	 80.60074 	 85.51928 	 85.81725 	 
2608 	 0.00 	 0.82 	  0.49947 	 26.85421 	 866.87184 	 80.56263 	 85.51608 	 85.79912 	 
2609 	 0.00 	 0.81 	  0.49948 	 26.84164 	 869.75951 	 80.52491 	 85.51233 	 85.77990 	 
2610 	 0.00 	 0.81 	  0.49948 	 26.82919 	 872.64262 	 80.48757 	 85.50805 	 85.75971 	 
2611 	 0.00 	 0.94 	  0.49948 	 26.81686 	 875.51936 	 80.45058 	 85.50327 	 85.73862 	 
2612 	 0.00 	 0.82 	  0.49948 	 26.80465 	 878.38888 	 80.41395 	 85.49801 	 85.71672 	 
2613 	 0.00 	 0.81 	  0.49949 	 26.79255 	 881.24805 	 80.37766 	 85.49228 	 85.69411 	 
2614 	 0.00 	 0.81 	  0.49949 	 26.78056 	 884.09684 	 80.34167 	 85.48610 	 85.67085 	 
2615 	 0.00 	 0.80 	  0.49949 	 26.76867 	 886.93537 	 80.30601 	 85.47949 	 85.64704 	 
2616 	 0.00 	 0.82 	  0.49949 	 26.75688 	 889.76035 	 80.27065 	 85.47246 	 85.62276 	 
2617 	 0.00 	 0.80 	  0.49949 	 26.74519 	 892.57184 	 80.23557 	 85.46505 	 85.59809 	 
2618 	 0.00 	 0.81 	  0.49950 	 26.73359 	 895.37030 	 80.20078 	 85.45728 	 85.57315 	 
2619 	 0.00 	 0.80 	  0.49950 	 26.72209 	 898.15237 	 80.16627 	 85.44919 	 85.54801 	 
2620 	 0.00 	 0.81 	  0.49950 	 26.71067 	 900.91862 	 80.13201 	 85.44079 	 85.52274 	 
2621 	 0.00 	 0.95 	  0.49950 	 26.69934 	 903.66880 	 80.09802 	 85.43209 	 85.49744 	 
2622 	 0.00 	 0.82 	  0.49951 	 26.68809 	 906.40065 	 80.06427 	 85.42311 	 85.47215 	 
2623 	 0.00 	 0.82 	  0.49951 	 26.67693 	 909.11505 	 80.03078 	 85.41386 	 85.45978 	 
2624 	 0.00 	 0.83 	  0.49951 	 26.66585 	 911.81036 	 79.99754 	 85.40436 	 85.44972 	 
2625 	 0.00 	 0.83 	  0.49951 	 26.65484 	 914.48612 	 79.96453 	 85.39461 	 85.43924 	 
2626 	 0.00 	 0.84 	  0.49951 	 26.64395 	 917.14291 	 79.93184 	 85.38466 	 85.42839 	 
2627 	 0.00 	 0.79 	  0.49952 	 26.63315 	 919.77433 	 79.89944 	 85.37454 	 85.41720 	 
2628 	 0.00 	 0.81 	  0.49952 	 26.62245 	 922.38095 	 79.86734 	 85.36426 	 85.40571 	 
2629 	 0.00 	 0.82 	  0.49952 	 26.61185 	 924.96102 	 79.83555 	 85.35384 	 85.40601 	 
2630 	 0.00 	 0.83 	  0.49952 	 26.60135 	 927.51523 	 79.80404 	 85.34329 	 85.40753 	 
2631 	 0.00 	 0.96 	  0.49953 	 26.59095 	 930.04400 	 79.77284 	 85.33263 	 85.40824 	 
2632 	 0.00 	 0.81 	  0.49953 	 26.58064 	 932.54614 	 79.74193 	 85.32188 	 85.40813 	 
2633 	 0.00 	 0.80 	  0.49953 	 26.57044 	 935.02292 	 79.71133 	 85.31103 	 85.40721 	 
2634 	 0.00 	 0.82 	  0.49953 	 26.56035 	 937.47376 	 79.68104 	 85.30011 	 85.40545 	 
2635 	 0.00 	 0.86 	  0.49954 	 26.55035 	 939.89888 	 79.65106 	 85.28912 	 85.40285 	 
2636 	 0.00 	 0.87 	  0.49954 	 26.54047 	 942.29961 	 79.62140 	 85.27809 	 85.39944 	 
2637 	 0.00 	 0.85 	  0.49954 	 26.53069 	 944.67456 	 79.59206 	 85.26703 	 85.39522 	 
2638 	 0.00 	 0.84 	  0.49954 	 26.52101 	 947.02536 	 79.56304 	 85.25594 	 85.39018 	 
2639 	 0.00 	 0.85 	  0.49954 	 26.51145 	 949.35215 	 79.53435 	 85.24485 	 85.38435 	 
2640 	 0.00 	 0.82 	  0.49955 	 26.50199 	 951.65519 	 79.50597 	 85.23375 	 85.37773 	 
2641 	 0.00 	 0.94 	  0.49955 	 26.49265 	 953.93636 	 79.47794 	 85.22267 	 85.37033 	 
2642 	 0.00 	 0.83 	  0.49955 	 26.48342 	 956.19459 	 79.45026 	 85.21161 	 85.36218 	 
2643 	 0.00 	 0.85 	  0.49955 	 26.47431 	 958.43187 	 79.42294 	 85.20056 	 85.35327 	 
2644 	 0.00 	 0.80 	  0.49956 	 26.46534 	 960.64846 	 79.39603 	 85.18956 	 85.34365 	 
2645 	 0.00 	 0.80 	  0.49956 	 26.45651 	 962.84257 	 79.36954 	 85.17864 	 85.33334 	 
2646 	 0.00 	 0.83 	  0.49956 	 26.44783 	 965.01459 	 79.34348 	 85.16779 	 85.32239 	 
2647 	 0.00 	 0.82 	  0.49956 	 26.43928 	 967.16590 	 79.31784 	 85.15703 	 85.31080 	 
2648 	 0.00 	 0.87 	  0.49956 	 26.43089 	 969.29875 	 79.29266 	 85.14637 	 85.29862 	 
2649 	 0.00 	 0.91 	  0.49957 	 26.42264 	 971.41316 	 79.26792 	 85.13580 	 85.28586 	 
2650 	 0.00 	 0.91 	  0.49957 	 26.41455 	 973.51147 	 79.24365 	 85.12534 	 85.27254 	 
2651 	 0.00 	 1.07 	  0.49957 	 26.40662 	 975.59543 	 79.21987 	 85.11498 	 85.25870 	 
2652 	 0.00 	 0.91 	  0.49957 	 26.39886 	 977.66597 	 79.19658 	 85.10473 	 85.24435 	 
2653 	 0.00 	 0.90 	  0.49958 	 26.39126 	 979.72575 	 79.17379 	 85.09460 	 85.22952 	 
2654 	 0.00 	 0.91 	  0.49958 	 26.38384 	 981.77589 	 79.15152 	 85.08460 	 85.21426 	 
2655 	 0.00 	 0.91 	  0.49958 	 26.37659 	 983.81845 	 79.12976 	 85.07473 	 85.19858 	 
2656 	 0.00 	 0.83 	  0.49958 	 26.36952 	 985.85618 	 79.10855 	 85.06500 	 85.18252 	 
2657 	 0.00 	 0.82 	  0.49959 	 26.36263 	 987.88989 	 79.08789 	 85.05541 	 85.16611 	 
2658 	 0.00 	 0.83 	  0.49959 	 26.35592 	 989.92273 	 79.06777 	 85.04597 	 85.14936 	 
2659 	 0.00 	 0.79 	  0.49959 	 26.34941 	 991.95659 	 79.04823 	 85.03667 	 85.13231 	 
2660 	 0.00 	 0.84 	  0.49959 	 26.34309 	 993.99365 	 79.02928 	 85.02754 	 85.11499 	 
2661 	 0.00 	 0.93 	  0.49960 	 26.33698 	 996.03510 	 79.01095 	 85.01856 	 85.09744 	 
2662 	 0.00 	 0.84 	  0.49960 	 26.33108 	 998.08207 	 78.99325 	 85.00975 	 85.07969 	 
2663 	 0.00 	 0.85 	  0.49960 	 26.32540 	 1000.13565 	 78.97620 	 85.00110 	 85.06176 	 
