Fri May 26 12:00:51 2023 
Setup time: 0.00 seconds
--------------------- 
Step 	 Time 	 Stopwatch 	 Average Temperature 	 Nusselt Number 	 Vrms 	 Surface Heat Flux 	 Bottom Heat Flux 	 Other Walls Heat Flux 
4688 	 0.00 	 0.80 	  0.49887 	 30.72596 	 2011.32627 	 92.17788 	 90.33695 	 90.51882 	 
4689 	 0.00 	 0.79 	  0.49887 	 30.72105 	 2006.01380 	 92.16314 	 90.38980 	 90.58193 	 
4690 	 0.00 	 0.81 	  0.49887 	 30.71608 	 2000.83902 	 92.14824 	 90.44333 	 90.64569 	 
4691 	 0.00 	 0.96 	  0.49887 	 30.71106 	 1995.80312 	 92.13317 	 90.49753 	 90.71006 	 
4692 	 0.00 	 0.82 	  0.49887 	 30.70597 	 1990.90887 	 92.11792 	 90.55241 	 90.77504 	 
4693 	 0.00 	 0.80 	  0.49887 	 30.70083 	 1986.15720 	 92.10248 	 90.60798 	 90.84060 	 
4694 	 0.00 	 0.80 	  0.49888 	 30.69562 	 1981.54874 	 92.08685 	 90.66424 	 90.90671 	 
4695 	 0.00 	 0.81 	  0.49888 	 30.69033 	 1977.08616 	 92.07100 	 90.72117 	 90.97333 	 
4696 	 0.00 	 0.78 	  0.49888 	 30.68498 	 1972.77037 	 92.05493 	 90.77880 	 91.04045 	 
4697 	 0.00 	 0.83 	  0.49888 	 30.67955 	 1968.60193 	 92.03864 	 90.83710 	 91.10801 	 
4698 	 0.00 	 0.82 	  0.49888 	 30.67404 	 1964.58318 	 92.02212 	 90.89606 	 91.17598 	 
4699 	 0.00 	 0.80 	  0.49888 	 30.66845 	 1960.71501 	 92.00535 	 90.95569 	 91.24435 	 
4700 	 0.00 	 0.79 	  0.49888 	 30.66278 	 1956.99786 	 91.98834 	 91.01597 	 91.31305 	 
4701 	 0.00 	 0.97 	  0.49888 	 30.65702 	 1953.43369 	 91.97107 	 91.07688 	 91.38204 	 
4702 	 0.00 	 0.80 	  0.49888 	 30.65117 	 1950.02330 	 91.95352 	 91.13842 	 91.45131 	 
4703 	 0.00 	 0.79 	  0.49888 	 30.64522 	 1946.76699 	 91.93567 	 91.20056 	 91.52079 	 
4704 	 0.00 	 0.76 	  0.49888 	 30.63917 	 1943.66627 	 91.91752 	 91.26329 	 91.59042 	 
4705 	 0.00 	 0.72 	  0.49888 	 30.63302 	 1940.72184 	 91.89907 	 91.32658 	 91.66018 	 
4706 	 0.00 	 0.74 	  0.49888 	 30.62677 	 1937.93377 	 91.88030 	 91.39040 	 91.73000 	 
4707 	 0.00 	 0.73 	  0.49888 	 30.62040 	 1935.30308 	 91.86120 	 91.45472 	 91.79982 	 
4708 	 0.00 	 0.74 	  0.49888 	 30.61392 	 1932.83031 	 91.84177 	 91.51952 	 91.86959 	 
4709 	 0.00 	 0.73 	  0.49888 	 30.60734 	 1930.51531 	 91.82201 	 91.58476 	 91.93926 	 
4710 	 0.00 	 0.74 	  0.49888 	 30.60064 	 1928.35852 	 91.80191 	 91.65041 	 92.00875 	 
4711 	 0.00 	 0.87 	  0.49888 	 30.59382 	 1926.36026 	 91.78147 	 91.71644 	 92.07801 	 
4712 	 0.00 	 0.73 	  0.49889 	 30.58689 	 1924.52011 	 91.76067 	 91.78281 	 92.14699 	 
4713 	 0.00 	 0.73 	  0.49889 	 30.57984 	 1922.83792 	 91.73951 	 91.84947 	 92.21560 	 
4714 	 0.00 	 0.70 	  0.49889 	 30.57265 	 1921.31376 	 91.71796 	 91.91639 	 92.28379 	 
4715 	 0.00 	 0.74 	  0.49889 	 30.56534 	 1919.94689 	 91.69603 	 91.98354 	 92.35149 	 
4716 	 0.00 	 0.72 	  0.49889 	 30.55790 	 1918.73661 	 91.67370 	 92.05086 	 92.41862 	 
4717 	 0.00 	 0.75 	  0.49889 	 30.55032 	 1917.68264 	 91.65097 	 92.11830 	 92.48509 	 
4718 	 0.00 	 0.73 	  0.49889 	 30.54260 	 1916.78391 	 91.62781 	 92.18583 	 92.55085 	 
4719 	 0.00 	 0.74 	  0.49889 	 30.53475 	 1916.03934 	 91.60425 	 92.25339 	 92.61580 	 
4720 	 0.00 	 0.74 	  0.49889 	 30.52675 	 1915.44810 	 91.58026 	 92.32093 	 92.67987 	 
4721 	 0.00 	 0.89 	  0.49889 	 30.51861 	 1915.00888 	 91.55584 	 92.38842 	 92.74300 	 
4722 	 0.00 	 0.71 	  0.49890 	 30.51033 	 1914.72025 	 91.53100 	 92.45581 	 92.80509 	 
4723 	 0.00 	 0.73 	  0.49890 	 30.50191 	 1914.58083 	 91.50572 	 92.52305 	 92.86607 	 
4724 	 0.00 	 0.72 	  0.49890 	 30.49333 	 1914.58901 	 91.47999 	 92.59011 	 92.92587 	 
4725 	 0.00 	 0.75 	  0.49890 	 30.48460 	 1914.74311 	 91.45381 	 92.65695 	 92.98443 	 
4726 	 0.00 	 0.74 	  0.49890 	 30.47572 	 1915.04134 	 91.42716 	 92.72352 	 93.04165 	 
4727 	 0.00 	 0.70 	  0.49890 	 30.46668 	 1915.48171 	 91.40004 	 92.78977 	 93.09746 	 
4728 	 0.00 	 0.69 	  0.49890 	 30.45748 	 1916.06225 	 91.37244 	 92.85567 	 93.15180 	 
4729 	 0.00 	 0.70 	  0.49890 	 30.44811 	 1916.78098 	 91.34434 	 92.92116 	 93.20458 	 
4730 	 0.00 	 0.70 	  0.49891 	 30.43858 	 1917.63559 	 91.31574 	 92.98621 	 93.25574 	 
4731 	 0.00 	 0.87 	  0.49891 	 30.42888 	 1918.62378 	 91.28663 	 93.05079 	 93.30523 	 
4732 	 0.00 	 0.75 	  0.49891 	 30.41901 	 1919.74339 	 91.25702 	 93.11487 	 93.35300 	 
4733 	 0.00 	 0.76 	  0.49891 	 30.40897 	 1920.99224 	 91.22691 	 93.17838 	 93.39897 	 
4734 	 0.00 	 0.76 	  0.49891 	 30.39876 	 1922.36742 	 91.19628 	 93.24132 	 93.44312 	 
4735 	 0.00 	 0.81 	  0.49891 	 30.38838 	 1923.86665 	 91.16515 	 93.30366 	 93.48542 	 
4736 	 0.00 	 0.79 	  0.49891 	 30.37783 	 1925.48767 	 91.13349 	 93.36537 	 93.52584 	 
4737 	 0.00 	 0.78 	  0.49892 	 30.36710 	 1927.22802 	 91.10131 	 93.42640 	 93.56434 	 
4738 	 0.00 	 0.77 	  0.49892 	 30.35620 	 1929.08466 	 91.06860 	 93.48671 	 93.60092 	 
4739 	 0.00 	 0.79 	  0.49892 	 30.34512 	 1931.05532 	 91.03535 	 93.54631 	 93.63557 	 
4740 	 0.00 	 0.77 	  0.49892 	 30.33385 	 1933.13779 	 91.00156 	 93.60514 	 93.66831 	 
4741 	 0.00 	 0.88 	  0.49892 	 30.32241 	 1935.32954 	 90.96723 	 93.66318 	 93.69913 	 
4742 	 0.00 	 0.75 	  0.49892 	 30.31078 	 1937.62754 	 90.93235 	 93.72041 	 93.72810 	 
4743 	 0.00 	 0.72 	  0.49893 	 30.29897 	 1940.02958 	 90.89690 	 93.77683 	 93.79839 	 
4744 	 0.00 	 0.73 	  0.49893 	 30.28697 	 1942.53357 	 90.86090 	 93.83243 	 93.88415 	 
4745 	 0.00 	 0.75 	  0.49893 	 30.27478 	 1945.13737 	 90.82435 	 93.88714 	 93.96982 	 
4746 	 0.00 	 0.74 	  0.49893 	 30.26242 	 1947.83768 	 90.78725 	 93.94094 	 94.05530 	 
4747 	 0.00 	 0.78 	  0.49893 	 30.24987 	 1950.63255 	 90.74960 	 93.99383 	 94.14044 	 
4748 	 0.00 	 0.77 	  0.49893 	 30.23713 	 1953.52006 	 90.71139 	 94.04579 	 94.22511 	 
4749 	 0.00 	 0.76 	  0.49894 	 30.22421 	 1956.49841 	 90.67263 	 94.09679 	 94.30913 	 
4750 	 0.00 	 0.78 	  0.49894 	 30.21111 	 1959.56515 	 90.63333 	 94.14682 	 94.39232 	 
4751 	 0.00 	 0.93 	  0.49894 	 30.19782 	 1962.71779 	 90.59346 	 94.19586 	 94.47452 	 
4752 	 0.00 	 0.80 	  0.49894 	 30.18435 	 1965.95473 	 90.55304 	 94.24391 	 94.55551 	 
4753 	 0.00 	 0.79 	  0.49894 	 30.17069 	 1969.27443 	 90.51207 	 94.29092 	 94.63509 	 
4754 	 0.00 	 0.77 	  0.49895 	 30.15686 	 1972.67544 	 90.47058 	 94.33685 	 94.71297 	 
4755 	 0.00 	 0.79 	  0.49895 	 30.14296 	 1976.15253 	 90.42889 	 94.38136 	 94.78838 	 
4756 	 0.00 	 0.80 	  0.49895 	 30.12900 	 1979.67764 	 90.38699 	 94.42449 	 94.86121 	 
4757 	 0.00 	 0.79 	  0.49895 	 30.11496 	 1983.24905 	 90.34489 	 94.46627 	 94.93130 	 
4758 	 0.00 	 0.77 	  0.49895 	 30.10086 	 1986.86409 	 90.30259 	 94.50673 	 94.99850 	 
4759 	 0.00 	 0.75 	  0.49896 	 30.08670 	 1990.52016 	 90.26010 	 94.54587 	 95.06269 	 
4760 	 0.00 	 0.77 	  0.49896 	 30.07247 	 1994.21628 	 90.21741 	 94.58371 	 95.12372 	 
4761 	 0.00 	 0.85 	  0.49896 	 30.05818 	 1997.95020 	 90.17454 	 94.62026 	 95.18150 	 
4762 	 0.00 	 0.73 	  0.49896 	 30.04383 	 2001.71984 	 90.13149 	 94.65559 	 95.23596 	 
4763 	 0.00 	 0.74 	  0.49896 	 30.02944 	 2005.52493 	 90.08831 	 94.68968 	 95.28699 	 
4764 	 0.00 	 0.76 	  0.49897 	 30.01501 	 2009.35846 	 90.04502 	 94.72257 	 95.33454 	 
4765 	 0.00 	 0.77 	  0.49897 	 30.00054 	 2013.21991 	 90.00161 	 94.75429 	 95.37859 	 
4766 	 0.00 	 0.77 	  0.49897 	 29.98604 	 2017.10689 	 89.95811 	 94.78486 	 95.41915 	 
4767 	 0.00 	 0.80 	  0.49897 	 29.97150 	 2021.01849 	 89.91449 	 94.81431 	 95.45622 	 
4768 	 0.00 	 0.81 	  0.49898 	 29.95693 	 2024.95482 	 89.87079 	 94.84268 	 95.48985 	 
4769 	 0.00 	 0.81 	  0.49898 	 29.94233 	 2028.91276 	 89.82700 	 94.86999 	 95.52013 	 
4770 	 0.00 	 0.82 	  0.49898 	 29.92771 	 2032.89263 	 89.78314 	 94.89628 	 95.54713 	 
4771 	 0.00 	 0.95 	  0.49898 	 29.91307 	 2036.89319 	 89.73921 	 94.92160 	 95.57096 	 
4772 	 0.00 	 0.80 	  0.49898 	 29.89840 	 2040.91306 	 89.69521 	 94.94598 	 95.59178 	 
4773 	 0.00 	 0.81 	  0.49899 	 29.88372 	 2044.95257 	 89.65117 	 94.96945 	 95.60970 	 
4774 	 0.00 	 0.80 	  0.49899 	 29.86902 	 2049.00889 	 89.60707 	 94.99205 	 95.62490 	 
4775 	 0.00 	 0.80 	  0.49899 	 29.85431 	 2053.08280 	 89.56294 	 95.01380 	 95.63755 	 
4776 	 0.00 	 0.80 	  0.49899 	 29.83960 	 2057.17204 	 89.51879 	 95.03475 	 95.64783 	 
4777 	 0.00 	 0.78 	  0.49900 	 29.82488 	 2061.27662 	 89.47463 	 95.05495 	 95.65596 	 
4778 	 0.00 	 0.78 	  0.49900 	 29.81015 	 2065.39525 	 89.43046 	 95.07446 	 95.66216 	 
4779 	 0.00 	 0.79 	  0.49900 	 29.79543 	 2069.52695 	 89.38629 	 95.09330 	 95.66661 	 
4780 	 0.00 	 0.80 	  0.49900 	 29.78072 	 2073.67134 	 89.34215 	 95.11152 	 95.66953 	 
4781 	 0.00 	 0.94 	  0.49901 	 29.76601 	 2077.82653 	 89.29804 	 95.12915 	 95.67111 	 
4782 	 0.00 	 0.80 	  0.49901 	 29.75133 	 2081.99292 	 89.25399 	 95.14625 	 95.67156 	 
4783 	 0.00 	 0.80 	  0.49901 	 29.73666 	 2086.16787 	 89.20999 	 95.16288 	 95.67110 	 
4784 	 0.00 	 0.78 	  0.49901 	 29.72203 	 2090.35241 	 89.16608 	 95.17907 	 95.66989 	 
4785 	 0.00 	 0.81 	  0.49901 	 29.70741 	 2094.54319 	 89.12224 	 95.19489 	 95.66813 	 
4786 	 0.00 	 0.79 	  0.49902 	 29.69283 	 2098.74123 	 89.07850 	 95.21036 	 95.66595 	 
4787 	 0.00 	 0.78 	  0.49902 	 29.67829 	 2102.94361 	 89.03487 	 95.22553 	 95.66351 	 
4788 	 0.00 	 0.80 	  0.49902 	 29.66379 	 2107.15087 	 88.99137 	 95.24046 	 95.66095 	 
4789 	 0.00 	 0.79 	  0.49902 	 29.64933 	 2111.36056 	 88.94800 	 95.25520 	 95.65840 	 
4790 	 0.00 	 0.81 	  0.49903 	 29.63493 	 2115.57269 	 88.90478 	 95.26981 	 95.65598 	 
4791 	 0.00 	 0.94 	  0.49903 	 29.62058 	 2119.78516 	 88.86173 	 95.28434 	 95.65380 	 
4792 	 0.00 	 0.80 	  0.49903 	 29.60629 	 2123.99756 	 88.81888 	 95.29884 	 95.65194 	 
4793 	 0.00 	 0.80 	  0.49903 	 29.59207 	 2128.20809 	 88.77622 	 95.31335 	 95.65047 	 
4794 	 0.00 	 0.79 	  0.49904 	 29.57793 	 2132.41601 	 88.73379 	 95.32795 	 95.64949 	 
4795 	 0.00 	 0.79 	  0.49904 	 29.56388 	 2136.61966 	 88.69164 	 95.34266 	 95.64907 	 
4796 	 0.00 	 0.79 	  0.49904 	 29.54993 	 2140.81311 	 88.64978 	 95.35755 	 95.64929 	 
4797 	 0.00 	 0.79 	  0.49904 	 29.53608 	 2144.99474 	 88.60824 	 95.37267 	 95.65018 	 
4798 	 0.00 	 0.78 	  0.49905 	 29.52233 	 2149.16320 	 88.56700 	 95.38806 	 95.65181 	 
4799 	 0.00 	 0.80 	  0.49905 	 29.50870 	 2153.31656 	 88.52611 	 95.40377 	 95.65422 	 
4800 	 0.00 	 0.79 	  0.49905 	 29.49519 	 2157.45378 	 88.48557 	 95.41986 	 95.65748 	 
4801 	 0.00 	 0.91 	  0.49905 	 29.48180 	 2161.57269 	 88.44540 	 95.43638 	 95.66164 	 
4802 	 0.00 	 0.79 	  0.49906 	 29.46854 	 2165.67238 	 88.40563 	 95.45337 	 95.66676 	 
4803 	 0.00 	 0.78 	  0.49906 	 29.45542 	 2169.75057 	 88.36627 	 95.47088 	 95.67287 	 
4804 	 0.00 	 0.78 	  0.49906 	 29.44244 	 2173.80635 	 88.32733 	 95.48896 	 95.68004 	 
4805 	 0.00 	 0.80 	  0.49906 	 29.42961 	 2177.83750 	 88.28883 	 95.50764 	 95.68833 	 
4806 	 0.00 	 0.80 	  0.49907 	 29.41695 	 2181.84242 	 88.25085 	 95.52695 	 95.69777 	 
4807 	 0.00 	 0.80 	  0.49907 	 29.40446 	 2185.81325 	 88.21337 	 95.54693 	 95.70842 	 
4808 	 0.00 	 0.80 	  0.49907 	 29.39214 	 2189.74916 	 88.17643 	 95.56760 	 95.72032 	 
4809 	 0.00 	 0.78 	  0.49907 	 29.38001 	 2193.64762 	 88.14002 	 95.58899 	 95.73352 	 
4810 	 0.00 	 0.79 	  0.49908 	 29.36806 	 2197.50777 	 88.10418 	 95.61115 	 95.74805 	 
4811 	 0.00 	 0.90 	  0.49908 	 29.35630 	 2201.32727 	 88.06889 	 95.63409 	 95.76397 	 
4812 	 0.00 	 0.80 	  0.49908 	 29.34473 	 2205.10529 	 88.03419 	 95.65785 	 95.78132 	 
4813 	 0.00 	 0.81 	  0.49908 	 29.33337 	 2208.83954 	 88.00010 	 95.68242 	 95.80011 	 
4814 	 0.00 	 0.84 	  0.49909 	 29.32221 	 2212.52742 	 87.96664 	 95.70783 	 95.82036 	 
4815 	 0.00 	 0.79 	  0.49909 	 29.31128 	 2216.16429 	 87.93385 	 95.73406 	 95.84209 	 
4816 	 0.00 	 0.81 	  0.49909 	 29.30057 	 2219.74804 	 87.90172 	 95.76115 	 95.86531 	 
4817 	 0.00 	 0.82 	  0.49909 	 29.29009 	 2223.27834 	 87.87027 	 95.78907 	 95.89003 	 
4818 	 0.00 	 0.84 	  0.49910 	 29.27983 	 2226.75299 	 87.83949 	 95.81786 	 95.91626 	 
4819 	 0.00 	 0.84 	  0.49910 	 29.26980 	 2230.17194 	 87.80939 	 95.84751 	 95.94400 	 
4820 	 0.00 	 0.82 	  0.49910 	 29.25999 	 2233.53305 	 87.77997 	 95.87802 	 95.97324 	 
4821 	 0.00 	 0.98 	  0.49910 	 29.25042 	 2236.83656 	 87.75127 	 95.90936 	 96.00393 	 
4822 	 0.00 	 0.81 	  0.49911 	 29.24110 	 2240.07777 	 87.72331 	 95.94150 	 96.03606 	 
4823 	 0.00 	 0.83 	  0.49911 	 29.23202 	 2243.25553 	 87.69607 	 95.97445 	 96.06960 	 
4824 	 0.00 	 0.80 	  0.49911 	 29.22319 	 2246.37018 	 87.66957 	 96.00819 	 96.10452 	 
4825 	 0.00 	 0.82 	  0.49911 	 29.21461 	 2249.42016 	 87.64382 	 96.04270 	 96.14077 	 
4826 	 0.00 	 0.81 	  0.49912 	 29.20627 	 2252.40603 	 87.61880 	 96.07797 	 96.17833 	 
4827 	 0.00 	 0.81 	  0.49912 	 29.19817 	 2255.32736 	 87.59451 	 96.11396 	 96.21715 	 
4828 	 0.00 	 0.84 	  0.49912 	 29.19032 	 2258.18404 	 87.57095 	 96.15067 	 96.25717 	 
4829 	 0.00 	 0.82 	  0.49912 	 29.18271 	 2260.97683 	 87.54814 	 96.18806 	 96.29836 	 
4830 	 0.00 	 0.83 	  0.49913 	 29.17536 	 2263.70505 	 87.52608 	 96.22608 	 96.34063 	 
4831 	 0.00 	 0.96 	  0.49913 	 29.16827 	 2266.36803 	 87.50480 	 96.26471 	 96.38390 	 
4832 	 0.00 	 0.84 	  0.49913 	 29.16142 	 2268.96579 	 87.48427 	 96.30389 	 96.42813 	 
4833 	 0.00 	 0.80 	  0.49913 	 29.15484 	 2271.49975 	 87.46453 	 96.34360 	 96.47324 	 
4834 	 0.00 	 0.83 	  0.49914 	 29.14852 	 2273.97014 	 87.44556 	 96.38380 	 96.51915 	 
4835 	 0.00 	 0.79 	  0.49914 	 29.14245 	 2276.37854 	 87.42734 	 96.42446 	 96.56581 	 
4836 	 0.00 	 0.83 	  0.49914 	 29.13663 	 2278.72691 	 87.40990 	 96.46551 	 96.61313 	 
4837 	 0.00 	 0.83 	  0.49915 	 29.13108 	 2281.01606 	 87.39324 	 96.50694 	 96.66104 	 
4838 	 0.00 	 0.82 	  0.49915 	 29.12578 	 2283.24820 	 87.37734 	 96.54870 	 96.70948 	 
4839 	 0.00 	 0.83 	  0.49915 	 29.12074 	 2285.42592 	 87.36223 	 96.59073 	 96.75833 	 
4840 	 0.00 	 0.81 	  0.49915 	 29.11597 	 2287.55076 	 87.34791 	 96.63300 	 96.80754 	 
4841 	 0.00 	 0.99 	  0.49916 	 29.11146 	 2289.62560 	 87.33438 	 96.67546 	 96.85702 	 
4842 	 0.00 	 0.82 	  0.49916 	 29.10722 	 2291.65345 	 87.32165 	 96.71802 	 96.90665 	 
4843 	 0.00 	 0.83 	  0.49916 	 29.10324 	 2293.63565 	 87.30972 	 96.76065 	 96.95636 	 
4844 	 0.00 	 0.81 	  0.49916 	 29.09953 	 2295.57591 	 87.29860 	 96.80329 	 97.00603 	 
4845 	 0.00 	 0.83 	  0.49917 	 29.09610 	 2297.47733 	 87.28831 	 96.84588 	 97.05560 	 
4846 	 0.00 	 0.81 	  0.49917 	 29.09294 	 2299.34371 	 87.27883 	 96.88837 	 97.10496 	 
4847 	 0.00 	 0.81 	  0.49917 	 29.09006 	 2301.17955 	 87.27019 	 96.93072 	 97.15405 	 
4848 	 0.00 	 0.80 	  0.49917 	 29.08747 	 2302.98902 	 87.26240 	 96.97287 	 97.20275 	 
4849 	 0.00 	 0.80 	  0.49918 	 29.08515 	 2304.77640 	 87.25545 	 97.01477 	 97.25100 	 
4850 	 0.00 	 0.83 	  0.49918 	 29.08312 	 2306.54692 	 87.24935 	 97.05637 	 97.29870 	 
4851 	 0.00 	 0.94 	  0.49918 	 29.08137 	 2308.30567 	 87.24412 	 97.09760 	 97.34576 	 
4852 	 0.00 	 0.77 	  0.49919 	 29.07992 	 2310.05750 	 87.23976 	 97.13843 	 97.39210 	 
4853 	 0.00 	 0.83 	  0.49919 	 29.07876 	 2311.80841 	 87.23629 	 97.17880 	 97.43763 	 
4854 	 0.00 	 0.81 	  0.49919 	 29.07791 	 2313.56422 	 87.23372 	 97.21865 	 97.48226 	 
4855 	 0.00 	 0.78 	  0.49919 	 29.07736 	 2315.33053 	 87.23207 	 97.25793 	 97.52591 	 
4856 	 0.00 	 0.75 	  0.49920 	 29.07712 	 2317.11409 	 87.23135 	 97.29661 	 97.56851 	 
4857 	 0.00 	 0.76 	  0.49920 	 29.07718 	 2318.92128 	 87.23155 	 97.33461 	 97.60996 	 
4858 	 0.00 	 0.78 	  0.49920 	 29.07757 	 2320.75843 	 87.23271 	 97.37188 	 97.65019 	 
4859 	 0.00 	 0.79 	  0.49921 	 29.07828 	 2322.63217 	 87.23485 	 97.40832 	 97.68906 	 
4860 	 0.00 	 0.76 	  0.49921 	 29.07932 	 2324.54627 	 87.23797 	 97.44376 	 97.72638 	 
4861 	 0.00 	 0.91 	  0.49921 	 29.08069 	 2326.50097 	 87.24206 	 97.47817 	 97.76209 	 
4862 	 0.00 	 0.77 	  0.49921 	 29.08238 	 2328.50265 	 87.24714 	 97.51149 	 97.79615 	 
4863 	 0.00 	 0.78 	  0.49922 	 29.08440 	 2330.55719 	 87.25321 	 97.54372 	 97.82853 	 
4864 	 0.00 	 0.77 	  0.49922 	 29.08676 	 2332.67113 	 87.26027 	 97.57481 	 97.85919 	 
4865 	 0.00 	 0.80 	  0.49922 	 29.08944 	 2334.85037 	 87.26832 	 97.60475 	 97.88813 	 
4866 	 0.00 	 0.71 	  0.49922 	 29.09246 	 2337.10093 	 87.27738 	 97.63352 	 97.91532 	 
4867 	 0.00 	 0.69 	  0.49923 	 29.09581 	 2339.42912 	 87.28744 	 97.66110 	 97.94075 	 
4868 	 0.00 	 0.70 	  0.49923 	 29.09951 	 2341.84008 	 87.29852 	 97.68746 	 97.96442 	 
4869 	 0.00 	 0.71 	  0.49923 	 29.10353 	 2344.33991 	 87.31060 	 97.71261 	 97.98632 	 
4870 	 0.00 	 0.71 	  0.49924 	 29.10790 	 2346.93434 	 87.32371 	 97.73651 	 98.00646 	 
4871 	 0.00 	 0.84 	  0.49924 	 29.11262 	 2349.62844 	 87.33786 	 97.75918 	 98.02485 	 
4872 	 0.00 	 0.69 	  0.49924 	 29.11769 	 2352.42809 	 87.35306 	 97.78060 	 98.04152 	 
4873 	 0.00 	 0.68 	  0.49924 	 29.12310 	 2355.33835 	 87.36931 	 97.80078 	 98.05649 	 
4874 	 0.00 	 0.69 	  0.49925 	 29.12888 	 2358.36432 	 87.38665 	 97.81970 	 98.06977 	 
4875 	 0.00 	 0.72 	  0.49925 	 29.13502 	 2361.51172 	 87.40507 	 97.83738 	 98.08138 	 
4876 	 0.00 	 0.70 	  0.49925 	 29.14153 	 2364.78502 	 87.42460 	 97.85380 	 98.09136 	 
4877 	 0.00 	 0.68 	  0.49926 	 29.14841 	 2368.18941 	 87.44522 	 97.86898 	 98.09975 	 
4878 	 0.00 	 0.70 	  0.49926 	 29.15565 	 2371.72683 	 87.46696 	 97.88291 	 98.10657 	 
4879 	 0.00 	 0.75 	  0.49926 	 29.16327 	 2375.40088 	 87.48982 	 97.89560 	 98.11186 	 
4880 	 0.00 	 0.78 	  0.49926 	 29.17128 	 2379.21590 	 87.51383 	 97.90707 	 98.11566 	 
4881 	 0.00 	 0.93 	  0.49927 	 29.17967 	 2383.17579 	 87.53902 	 97.91735 	 98.11803 	 
4882 	 0.00 	 0.79 	  0.49927 	 29.18846 	 2387.28547 	 87.56539 	 97.92646 	 98.11902 	 
4883 	 0.00 	 0.79 	  0.49927 	 29.19766 	 2391.54904 	 87.59299 	 97.93440 	 98.11865 	 
4884 	 0.00 	 0.80 	  0.49927 	 29.20727 	 2395.97050 	 87.62182 	 97.94120 	 98.11700 	 
4885 	 0.00 	 0.80 	  0.49928 	 29.21731 	 2400.55495 	 87.65192 	 97.94691 	 98.11409 	 
4886 	 0.00 	 0.79 	  0.49928 	 29.22777 	 2405.30647 	 87.68331 	 97.95152 	 98.10998 	 
4887 	 0.00 	 0.79 	  0.49928 	 29.23863 	 2410.22920 	 87.71590 	 97.95506 	 98.10473 	 
4888 	 0.00 	 0.79 	  0.49928 	 29.24986 	 2415.30984 	 87.74957 	 97.95755 	 98.09842 	 
4889 	 0.00 	 0.77 	  0.49929 	 29.26144 	 2420.52825 	 87.78432 	 97.95905 	 98.09114 	 
4890 	 0.00 	 0.64 	  0.49929 	 29.27339 	 2425.88251 	 87.82016 	 97.95961 	 98.08295 	 
4891 	 0.00 	 0.79 	  0.49929 	 29.28570 	 2431.37524 	 87.85709 	 97.95928 	 98.07392 	 
4892 	 0.00 	 0.69 	  0.49929 	 29.29837 	 2437.00834 	 87.89510 	 97.95810 	 98.06413 	 
4893 	 0.00 	 0.64 	  0.49930 	 29.31140 	 2442.78031 	 87.93420 	 97.95614 	 98.05363 	 
4894 	 0.00 	 0.68 	  0.49930 	 29.32479 	 2448.69414 	 87.97437 	 97.95343 	 98.04249 	 
4895 	 0.00 	 0.66 	  0.49930 	 29.33854 	 2454.75042 	 88.01561 	 97.95003 	 98.03078 	 
4896 	 0.00 	 0.66 	  0.49930 	 29.35265 	 2460.94905 	 88.05794 	 97.94598 	 98.01855 	 
4897 	 0.00 	 0.66 	  0.49931 	 29.36711 	 2467.29341 	 88.10132 	 97.94133 	 98.00586 	 
4898 	 0.00 	 0.66 	  0.49931 	 29.38192 	 2473.78193 	 88.14576 	 97.93613 	 97.99279 	 
4899 	 0.00 	 0.66 	  0.49931 	 29.39709 	 2480.41681 	 88.19126 	 97.93042 	 97.97938 	 
4900 	 0.00 	 0.65 	  0.49931 	 29.41259 	 2487.20036 	 88.23778 	 97.92426 	 97.96570 	 
4901 	 0.00 	 0.78 	  0.49931 	 29.42843 	 2494.13094 	 88.28530 	 97.91769 	 97.95181 	 
4902 	 0.00 	 0.66 	  0.49932 	 29.44460 	 2501.21242 	 88.33379 	 97.91076 	 97.93778 	 
4903 	 0.00 	 0.66 	  0.49932 	 29.46107 	 2508.44365 	 88.38322 	 97.90351 	 97.92364 	 
4904 	 0.00 	 0.66 	  0.49932 	 29.47786 	 2515.82638 	 88.43357 	 97.89600 	 97.90947 	 
4905 	 0.00 	 0.66 	  0.49932 	 29.49493 	 2523.36291 	 88.48478 	 97.88826 	 97.89634 	 
4906 	 0.00 	 0.65 	  0.49932 	 29.51227 	 2531.05148 	 88.53682 	 97.88033 	 97.88796 	 
4907 	 0.00 	 0.66 	  0.49933 	 29.52988 	 2538.89318 	 88.58964 	 97.87227 	 97.87942 	 
4908 	 0.00 	 0.66 	  0.49933 	 29.54773 	 2546.88674 	 88.64318 	 97.86411 	 97.87467 	 
4909 	 0.00 	 0.66 	  0.49933 	 29.56580 	 2555.03113 	 88.69740 	 97.85588 	 97.87175 	 
4910 	 0.00 	 0.66 	  0.49933 	 29.58408 	 2563.33021 	 88.75224 	 97.84764 	 97.86853 	 
4911 	 0.00 	 0.79 	  0.49933 	 29.60254 	 2571.78044 	 88.80762 	 97.83943 	 97.86502 	 
4912 	 0.00 	 0.66 	  0.49934 	 29.62116 	 2580.38433 	 88.86349 	 97.83128 	 97.86127 	 
4913 	 0.00 	 0.66 	  0.49934 	 29.63992 	 2589.14267 	 88.91977 	 97.82323 	 97.85730 	 
4914 	 0.00 	 0.66 	  0.49934 	 29.65880 	 2598.05319 	 88.97641 	 97.81532 	 97.85314 	 
